source,retrieved_at,ranking_scope,ranking_year,rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,iid,record_type,member_level,url,nid,location,aliases,subjects_offered,closed,unaccredited,disabled
times,2026-07-19T10:13:56+00:00,overall,2012,81,81,Rutgers University–New Brunswick,56.8,81,51.6,80,25.3,341,-,386,60.0,55,69.0,135,i-70313321,public,0,/world-university-rankings/rutgers-university-new-brunswick-0,546,United States,Rutgers University–New Brunswick,"Other Health,Sport Science,Psychology,Agriculture & Forestry,Architecture,Communication & Media Studies,Physics & Astronomy,Medicine & Dentistry,Geography,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Electrical & Electronic Engineering,Chemistry,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Education,Computer Science,Chemical Engineering,History, Philosophy & Theology,Biological Sciences,Economics & Econometrics,Mechanical & Aerospace Engineering,Sociology,Archaeology,Accounting & Finance,Mathematics & Statistics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,83,83,Durham University,56.4,83,32.5,209,75.8,76,30.5,288,37.9,145,96.2,26,i-56154151,master_account,0,/world-university-rankings/durham-university,547,United Kingdom,Durham University united kingdom UK  England,"Electrical & Electronic Engineering,General Engineering,Sociology,History, Philosophy & Theology,Communication & Media Studies,Mechanical & Aerospace Engineering,Physics & Astronomy,Other Health,Politics & International Studies (incl Development Studies),Education,Civil Engineering,Computer Science,Geography,Sport Science,Law,Biological Sciences,Art, Performing Arts & Design,Languages, Literature & Linguistics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Economics & Econometrics,Accounting & Finance,Chemistry,Archaeology,Psychology",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,84,84,Pierre and Marie Curie University,56.0,84,56.3,64,66.7,120,26.2,346,30.5,201,81.1,83,i-75004781,master_account,0,/world-university-rankings/pierre-and-marie-curie-university,548,France,Pierre and Marie Curie University,"Biological Sciences,Medicine & Dentistry,Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Other Health,Veterinary Science,Physics & Astronomy,Electrical & Electronic Engineering,Computer Science,Chemistry",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,85,85,University of St Andrews,55.7,85,37.1,169,89.1,23,34.1,238,40.2,131,83.0,80,i-44428293,master_account,0,/world-university-rankings/university-st-andrews,549,United Kingdom,University of St Andrews,"Geography,Medicine & Dentistry,Sociology,Archaeology,Languages, Literature & Linguistics,Physics & Astronomy,Computer Science,Psychology,Chemistry,Business & Management,Biological Sciences,History, Philosophy & Theology,Other Health,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Economics & Econometrics,Mathematics & Statistics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,86,86,"University of California, Irvine",55.4,86,36.2,179,36.3,266,45.6,126,42.3,117,93.5,37,i-49530901,public,0,/world-university-rankings/university-california-irvine,550,United States,"University of California, Irvine","Medicine & Dentistry,Business & Management,Chemistry,Civil Engineering,Languages, Literature & Linguistics,Accounting & Finance,General Engineering,Chemical Engineering,Education,Architecture,Mathematics & Statistics,Art, Performing Arts & Design,Sociology,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Biological Sciences,Computer Science,Law,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,87,87,Uppsala University,55.2,87,47.2,100,59.1,152,43.4,137,65.1,48,53.3,213,i-28661688,master_account,0,/world-university-rankings/uppsala-university,551,Sweden,Uppsala University,"Economics & Econometrics,History, Philosophy & Theology,Education,Physics & Astronomy,Communication & Media Studies,Chemistry,Medicine & Dentistry,Electrical & Electronic Engineering,Computer Science,Languages, Literature & Linguistics,Chemical Engineering,Archaeology,Accounting & Finance,Sociology,Civil Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Law,Psychology,Other Health",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,88,88,Technical University of Munich,55.1,88,50.0,87,65.2,125,47.2,122,37.1,151,76.3,103,i-32272323,master_account,6,/world-university-rankings/technical-university-munich,552,Germany,Technical University of Munich,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Accounting & Finance,Chemistry,Electrical & Electronic Engineering,Other Health,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Sport Science,Mathematics & Statistics,Architecture,Physics & Astronomy,Civil Engineering,Business & Management,Agriculture & Forestry,Education,Chemical Engineering,Computer Science,Sociology,Mechanical & Aerospace Engineering",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,89,89,University of Notre Dame,55.0,89,42.6,130,33.1,286,27.3,330,36.2,157,94.1,33,i-46645881,private,0,/world-university-rankings/university-notre-dame,553,United States,University of Notre Dame,"Chemistry,Biological Sciences,Computer Science,History, Philosophy & Theology,Accounting & Finance,Art, Performing Arts & Design,Psychology,Mathematics & Statistics,Languages, Literature & Linguistics,Chemical Engineering,Economics & Econometrics,Physics & Astronomy,Politics & International Studies (incl Development Studies),Architecture,Law,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Sociology,Business & Management,Education,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,90,90,Dartmouth College,54.9,90,44.8,113,30.6,299,-,375,38.7,142,89.9,50,i-46262331,private,0,/world-university-rankings/dartmouth-college,554,United States,Dartmouth College,"Sociology,Mathematics & Statistics,General Engineering,History, Philosophy & Theology,Computer Science,Biological Sciences,Geography,Art, Performing Arts & Design,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Economics & Econometrics,Other Health,Business & Management,Physics & Astronomy,Archaeology,Medicine & Dentistry,Chemistry,Chemical Engineering,Accounting & Finance",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,91,91,University of Helsinki,54.8,91,39.3,152,46.8,220,28.9,308,54.2,75,75.1,109,i-27008023,master_account,0,/world-university-rankings/university-helsinki,555,Finland,University of Helsinki,"Law,Economics & Econometrics,Communication & Media Studies,Civil Engineering,Biological Sciences,Chemical Engineering,Sociology,Chemistry,Business & Management,Computer Science,Agriculture & Forestry,Geography,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,General Engineering,Physics & Astronomy,Sport Science,Mathematics & Statistics,Education,Psychology,Archaeology,History, Philosophy & Theology,Electrical & Electronic Engineering,Veterinary Science,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Accounting & Finance,Medicine & Dentistry,Architecture,Other Health",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,92,92,University of Amsterdam,54.7,92,41.7,135,56.4,168,42.5,144,54.7,70,68.3,137,i-89925363,master_account,1,/world-university-rankings/university-amsterdam,556,Netherlands,University of Amsterdam uva,"Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Sociology,Medicine & Dentistry,Psychology,Other Health,Biological Sciences,Chemistry,Law,Accounting & Finance,Archaeology,Physics & Astronomy,Languages, Literature & Linguistics,Computer Science,Business & Management,Geography,Mathematics & Statistics,Communication & Media Studies,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Education",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,93,93,Case Western Reserve University,54.6,93,54.2,70,29.9,305,-,371,40.2,129,78.4,93,i-36123924,private,0,/world-university-rankings/case-western-reserve-university,557,United States,Case Western Reserve University,"Computer Science,Agriculture & Forestry,Psychology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Economics & Econometrics,Chemistry,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Education,Accounting & Finance,Chemical Engineering,Other Health,Sociology,Electrical & Electronic Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Law,Physics & Astronomy,Mathematics & Statistics,Architecture,Medicine & Dentistry,Biological Sciences",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,94,94,Korea Advanced Institute of Science and Technology (KAIST),54.5,94,64.2,43,29.3,310,100.0,5,54.6,71,47.1,252,i-77358701,master_account,0,/world-university-rankings/korea-advanced-institute-science-and-technology-kaist,558,South Korea,Korea Advanced Institute of Science and Technology (KAIST),"History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Languages, Literature & Linguistics,Chemical Engineering,Sociology,Computer Science,Mathematics & Statistics,Education,Archaeology,Veterinary Science,Law,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Communication & Media Studies,Architecture,Chemistry,Medicine & Dentistry,Biological Sciences,Psychology,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Other Health,Physics & Astronomy,Economics & Econometrics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,94,94,"University of Maryland, College Park",54.5,95,41.1,139,35.3,273,28.5,313,43.6,113,85.8,66,i-76110123,public,0,/world-university-rankings/university-maryland-college-park,559,United States,"University of Maryland, College Park","Chemistry,Biological Sciences,Accounting & Finance,Languages, Literature & Linguistics,Computer Science,Mathematics & Statistics,Business & Management,Architecture,General Engineering,Physics & Astronomy,Economics & Econometrics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Sport Science,Geography,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Civil Engineering,Education,Other Health,Veterinary Science,Chemical Engineering,Communication & Media Studies",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,96,96,Michigan State University,54.4,96,47.4,98,34.0,279,28.0,318,49.6,88,73.6,112,i-58650993,public,0,/world-university-rankings/michigan-state-university,560,United States,Michigan State University,"Business & Management,Other Health,History, Philosophy & Theology,Chemistry,Law,General Engineering,Agriculture & Forestry,Art, Performing Arts & Design,Sociology,Sport Science,Computer Science,Economics & Econometrics,Architecture,Geology, Environmental, Earth & Marine Sciences,Psychology,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Civil Engineering,Education,Mathematics & Statistics,Communication & Media Studies,Geography,Archaeology,Medicine & Dentistry,Veterinary Science,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,97,97,University of Arizona,54.2,97,45.1,112,28.4,314,86.0,37,43.0,114,78.3,95,i-84754683,public,0,/world-university-rankings/university-arizona,561,United States,University of Arizona,"Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Civil Engineering,Business & Management,Veterinary Science,Psychology,Sociology,Other Health,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Computer Science,Mathematics & Statistics,Electrical & Electronic Engineering,Economics & Econometrics,Biological Sciences,Chemistry,Art, Performing Arts & Design,History, Philosophy & Theology,Geography,Agriculture & Forestry,Law,Architecture,Education,General Engineering,Sport Science,Mechanical & Aerospace Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Archaeology",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,98,98,Purdue University West Lafayette,54.0,98,56.6,62,52.6,186,-,385,49.4,89,57.8,184,i-32236813,public,0,/world-university-rankings/purdue-university-west-lafayette,562,United States,Purdue University West Lafayette,"Physics & Astronomy,Biological Sciences,Art, Performing Arts & Design,Architecture,Sport Science,Computer Science,Accounting & Finance,Languages, Literature & Linguistics,Sociology,Economics & Econometrics,Medicine & Dentistry,Chemical Engineering,Veterinary Science,Agriculture & Forestry,History, Philosophy & Theology,Other Health,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Education,Chemistry,Communication & Media Studies,Psychology,General Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Archaeology,Business & Management,Mathematics & Statistics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,99,99,University of Sussex,53.9,99,30.6,226,79.8,61,28.1,317,34.8,169,92.0,42,i-64911343,master_account,0,/world-university-rankings/university-sussex,563,United Kingdom,University of Sussex,"History, Philosophy & Theology,Chemistry,Economics & Econometrics,Geography,Art, Performing Arts & Design,Mathematics & Statistics,Electrical & Electronic Engineering,Sociology,Education,Computer Science,Mechanical & Aerospace Engineering,Psychology,Architecture,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Accounting & Finance,Other Health,Politics & International Studies (incl Development Studies),Physics & Astronomy,Biological Sciences,Law,Business & Management,General Engineering,Languages, Literature & Linguistics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,100,100,University of Alberta,53.7,100,50.6,84,71.9,93,53.7,100,54.4,73,51.7,223,i-20147712,master_account,11,/world-university-rankings/university-alberta,564,Canada,University of Alberta,"Civil Engineering,Sociology,Other Health,Electrical & Electronic Engineering,Mathematics & Statistics,Law,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geography,Medicine & Dentistry,Sport Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Computer Science,Chemistry,General Engineering,Physics & Astronomy,Accounting & Finance,History, Philosophy & Theology,Chemical Engineering,Psychology,Archaeology,Veterinary Science,Communication & Media Studies,Biological Sciences,Education",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,101,101,University of Sheffield,53.6,101,44.6,115,68.2,111,40.2,173,46.0,102,67.5,142,i-51616042,master_account,0,/world-university-rankings/university-sheffield,565,United Kingdom,University of Sheffield united kingdom UK Sheffield,"Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Medicine & Dentistry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Archaeology,General Engineering,Civil Engineering,Physics & Astronomy,Geography,Politics & International Studies (incl Development Studies),Computer Science,Electrical & Electronic Engineering,Other Health,Law,Architecture,Education,Economics & Econometrics,Chemistry,Psychology,Communication & Media Studies,History, Philosophy & Theology,Biological Sciences,Mathematics & Statistics,Mechanical & Aerospace Engineering,Sociology",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,102,102,University of Glasgow,53.4,102,37.5,165,68.1,112,61.4,85,41.0,123,77.5,99,i-12600602,master_account,11,/world-university-rankings/university-glasgow,566,United Kingdom,University of Glasgow,"General Engineering,Agriculture & Forestry,Sociology,Architecture,Physics & Astronomy,Business & Management,Art, Performing Arts & Design,Electrical & Electronic Engineering,Biological Sciences,Geography,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Mathematics & Statistics,Psychology,Languages, Literature & Linguistics,Sport Science,Education,Archaeology,Chemistry,Accounting & Finance,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Veterinary Science,Law,Other Health,Civil Engineering,Communication & Media Studies",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,103,103,University of Cape Town,53.2,103,34.3,194,73.9,82,97.5,24,41.1,122,75.3,106,i-77957341,master_account,11,/world-university-rankings/university-cape-town,567,South Africa,University of Cape Town UCT,"Politics & International Studies (incl Development Studies),Sport Science,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemical Engineering,Sociology,Medicine & Dentistry,Biological Sciences,Law,Languages, Literature & Linguistics,Civil Engineering,Geography,Accounting & Finance,Other Health,Communication & Media Studies,Archaeology,Chemistry,Business & Management,Computer Science,Physics & Astronomy,Economics & Econometrics,History, Philosophy & Theology,Mathematics & Statistics,Psychology",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,104,104,Delft University of Technology,53.1,104,53.5,72,71.3,95,100.0,1,66.1,44,31.2,338,i-20797283,master_account,0,/world-university-rankings/delft-university-technology,568,Netherlands,Delft University of Technology,"Computer Science,Sport Science,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Geography,General Engineering,Mathematics & Statistics,Architecture,Biological Sciences,History, Philosophy & Theology,Chemistry,Economics & Econometrics,Art, Performing Arts & Design,Agriculture & Forestry,Education,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Other Health,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Politics & International Studies (incl Development Studies)",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,104,104,Université de Montréal,53.1,105,54.5,68,79.5,62,81.3,42,47.0,100,48.7,243,i-46191031,master_account,0,/world-university-rankings/universite-de-montreal,569,Canada,Université de Montréal Université de Montréal Universite de Montreal,"Communication & Media Studies,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geography,Sport Science,Mathematics & Statistics,Architecture,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Chemistry,Civil Engineering,Biological Sciences,Psychology,Computer Science,Veterinary Science,Chemical Engineering,Business & Management,Sociology,Archaeology,General Engineering,Education,Accounting & Finance,Other Health,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Law",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,106,106,Ghent University,53.0,106,41.1,138,47.3,214,97.8,22,52.2,81,63.4,158,i-18869066,master_account,0,/world-university-rankings/ghent-university,570,Belgium,Ghent University,"Art, Performing Arts & Design,General Engineering,Physics & Astronomy,Business & Management,Archaeology,Chemical Engineering,Communication & Media Studies,History, Philosophy & Theology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Computer Science,Mathematics & Statistics,Psychology,Biological Sciences,Sociology,Electrical & Electronic Engineering,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Other Health,Sport Science,Education,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Veterinary Science,Law",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,107,107,"Royal Holloway, University of London",52.9,107,28.6,250,93.3,6,25.9,348,24.1,250,98.2,12,i-17688201,master_account,0,/world-university-rankings/royal-holloway-university-london,571,United Kingdom,"Royal Holloway, University of London","Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Chemistry,Accounting & Finance,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Psychology,Art, Performing Arts & Design,Biological Sciences,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Archaeology,Law,Mathematics & Statistics,Computer Science,Sociology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,108,108,Tokyo Institute of Technology,52.8,108,56.0,65,24.9,346,66.3,68,58.9,58,49.5,239,i-44637141,master_account,0,/world-university-rankings/tokyo-institute-technology,572,Japan,Tokyo Institute of Technology,"Politics & International Studies (incl Development Studies),Civil Engineering,Chemistry,Architecture,Physics & Astronomy,Sport Science,Mechanical & Aerospace Engineering,Communication & Media Studies,General Engineering,Biological Sciences,Chemical Engineering,Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Electrical & Electronic Engineering,Sociology",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,109,109,Humboldt University of Berlin,52.6,109,51.3,82,64.5,133,-,379,54.5,72,50.1,236,i-97516374,master_account,0,/world-university-rankings/humboldt-university-berlin,573,Germany,Humboldt University of Berlin,"Politics & International Studies (incl Development Studies),Geography,Sociology,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Sport Science,Physics & Astronomy,Medicine & Dentistry,Other Health,Art, Performing Arts & Design,Economics & Econometrics,Mathematics & Statistics,Law,Chemistry,History, Philosophy & Theology,Education,Agriculture & Forestry,Psychology,Business & Management,Languages, Literature & Linguistics,Computer Science,Accounting & Finance,Archaeology,Communication & Media Studies",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,110,110,"University of California, Santa Cruz",52.5,110,28.5,252,29.8,307,29.5,299,36.6,155,99.9,6,i-68567521,public,0,/world-university-rankings/university-california-santa-cruz,574,United States,"University of California, Santa Cruz","Economics & Econometrics,Biological Sciences,Business & Management,Agriculture & Forestry,Other Health,Physics & Astronomy,Communication & Media Studies,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Archaeology,Psychology,Politics & International Studies (incl Development Studies),Education,General Engineering,Computer Science,Sociology,Electrical & Electronic Engineering,History, Philosophy & Theology,Mathematics & Statistics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,111,111,University of Basel,52.2,111,38.9,153,92.4,10,48.6,119,21.9,272,86.0,65,i-84512751,master_account,0,/world-university-rankings/university-basel,575,Switzerland,University of Basel,"Psychology,Art, Performing Arts & Design,Archaeology,Physics & Astronomy,Chemistry,Business & Management,History, Philosophy & Theology,Sport Science,Law,Medicine & Dentistry,Other Health,Sociology,Languages, Literature & Linguistics,Accounting & Finance,Communication & Media Studies,Politics & International Studies (incl Development Studies),Education,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Computer Science,Economics & Econometrics,Mathematics & Statistics,Geography",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,112,112,University of Bern,52.1,112,43.0,125,77.6,68,38.2,187,34.6,171,73.5,115,i-17819014,master_account,0,/world-university-rankings/university-bern,576,Switzerland,University of Bern,"Art, Performing Arts & Design,Biological Sciences,Geography,Languages, Literature & Linguistics,Sport Science,Psychology,History, Philosophy & Theology,Physics & Astronomy,Education,Computer Science,Communication & Media Studies,Medicine & Dentistry,Chemistry,Business & Management,Archaeology,Mathematics & Statistics,Accounting & Finance,General Engineering,Sociology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Veterinary Science,Law,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,113,113,University of Utah,51.9,113,42.1,133,23.3,358,-,398,41.0,124,82.3,81,i-02638481,public,0,/world-university-rankings/university-utah,577,United States,University of Utah,"Agriculture & Forestry,Geography,History, Philosophy & Theology,Architecture,Biological Sciences,Law,General Engineering,Chemistry,Accounting & Finance,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sport Science,Education,Other Health,Mathematics & Statistics,Psychology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Chemical Engineering,Sociology,Computer Science,Physics & Astronomy,Business & Management,Civil Engineering,Communication & Media Studies",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,114,114,Stony Brook University,51.4,114,37.7,163,56.5,167,29.2,302,28.7,216,88.3,58,i-10396992,public,0,/world-university-rankings/stony-brook-university,578,United States,Stony Brook University,"Mechanical & Aerospace Engineering,Sociology,Other Health,Chemistry,Accounting & Finance,Archaeology,Biological Sciences,Psychology,Art, Performing Arts & Design,Civil Engineering,Geography,General Engineering,Communication & Media Studies,Education,Electrical & Electronic Engineering,Chemical Engineering,Languages, Literature & Linguistics,Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Mathematics & Statistics,Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,115,115,Eindhoven University of Technology,51.3,115,35.6,184,67.3,116,100.0,3,48.0,95,62.1,167,i-13983942,master_account,0,/world-university-rankings/eindhoven-university-technology,579,Netherlands,Eindhoven University of Technology,"Electrical & Electronic Engineering,Civil Engineering,Architecture,Chemistry,Art, Performing Arts & Design,General Engineering,Physics & Astronomy,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Chemical Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Mathematics & Statistics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,116,116,University of Lausanne,51.2,116,27.5,266,86.7,32,40.3,172,40.4,127,77.8,97,i-51124313,master_account,0,/world-university-rankings/university-lausanne,580,Switzerland,University of Lausanne,"Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Biological Sciences,Sociology,History, Philosophy & Theology,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences,Other Health,Medicine & Dentistry,Accounting & Finance,Economics & Econometrics,Computer Science,Geography,Archaeology,Psychology,Communication & Media Studies,Sport Science,Education",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,117,117,Monash University,51.1,117,40.5,143,75.8,77,62.2,80,48.5,94,57.1,190,i-45738353,master_account,0,/world-university-rankings/monash-university,581,Australia,Monash University,"Civil Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Biological Sciences,Electrical & Electronic Engineering,Chemistry,Geography,Economics & Econometrics,Computer Science,Mechanical & Aerospace Engineering,Accounting & Finance,Languages, Literature & Linguistics,Sociology,Mathematics & Statistics,Architecture,General Engineering,Chemical Engineering,Other Health,Art, Performing Arts & Design,Communication & Media Studies,Psychology,Politics & International Studies (incl Development Studies),Archaeology,Education,Sport Science,Business & Management,Physics & Astronomy",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,117,117,Trinity College Dublin,51.1,118,30.3,230,89.4,22,29.7,295,23.5,256,91.7,44,i-01938649,master_account,0,/world-university-rankings/trinity-college-dublin,582,Ireland,Trinity College Dublin,"Art, Performing Arts & Design,General Engineering,Sociology,Languages, Literature & Linguistics,History, Philosophy & Theology,Physics & Astronomy,Business & Management,Computer Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Law,Mechanical & Aerospace Engineering,Geography,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Biological Sciences,Psychology,Medicine & Dentistry,Chemistry,Accounting & Finance,Civil Engineering,Education,Mathematics & Statistics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,119,119,The University of Osaka,51.0,119,61.8,51,21.1,370,75.0,55,56.5,65,40.0,291,i-41457091,master_account,0,/world-university-rankings/university-osaka,583,Japan,The University of Osaka Handai OU,"Chemistry,Computer Science,Languages, Literature & Linguistics,Chemical Engineering,Communication & Media Studies,Education,Architecture,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Biological Sciences,General Engineering,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Economics & Econometrics,Psychology,Business & Management,Physics & Astronomy,Medicine & Dentistry,Archaeology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Geography,Accounting & Finance,Law,Civil Engineering,Other Health",False,False,False
