source,retrieved_at,ranking_scope,ranking_year,rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,iid,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled
times,2026-07-19T10:14:04+00:00,overall,2017,4920,401-500,Tokyo Medical and Dental University (TMDU),32.6—37.5,4920,39.4,193,19.5,497,50.1,474,58.2,184,23.2,793,i-93223315,master_account,0,/world-university-rankings/tokyo-medical-and-dental-university-tmdu,762,Japan,"2,906",3.2,7%,50 : 50,Tokyo Medical and Dental University (TMDU),"Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Education,Communication & Media Studies,Agriculture & Forestry,Veterinary Science,Art, Performing Arts & Design,Civil Engineering,Chemical Engineering,Electrical & Electronic Engineering,Biological Sciences,Physics & Astronomy,Accounting & Finance,Economics & Econometrics,Business & Management,Archaeology,Chemistry,Mechanical & Aerospace Engineering,Architecture,Computer Science,Psychology,Sport Science,Law,Mathematics & Statistics,General Engineering,Other Health,Sociology,Languages, Literature & Linguistics,Geography",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4930,401-500,Tokyo Metropolitan University,32.6—37.5,4930,22.6,590,13.4,672,68.5,298,34.0,747,21.4,835,i-66251487,master_account,6,/world-university-rankings/tokyo-metropolitan-university,712,Japan,"9,294",9.6,4%,35 : 65,Tokyo Metropolitan University,"Civil Engineering,Politics & International Studies (incl Development Studies),General Engineering,Architecture,Business & Management,Electrical & Electronic Engineering,Sport Science,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Accounting & Finance,Archaeology,Other Health,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Economics & Econometrics,Languages, Literature & Linguistics,Law,Chemistry,Education,Art, Performing Arts & Design,Biological Sciences,Psychology,Mechanical & Aerospace Engineering,Sociology,Geography,Agriculture & Forestry,Physics & Astronomy,Computer Science,Chemical Engineering",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4940,401-500,University of Tsukuba,32.6—37.5,4940,40.1,185,32.7,249,35.1,618,42.4,384,37.1,595,i-87928844,master_account,0,/world-university-rankings/university-tsukuba,735,Japan,"16,271",12.6,17%,38 : 62,University of Tsukuba,"Chemical Engineering,Mechanical & Aerospace Engineering,Architecture,Computer Science,Agriculture & Forestry,Chemistry,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Education,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Psychology,Other Health,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Economics & Econometrics,Physics & Astronomy,Communication & Media Studies,Accounting & Finance,Geography,Sociology,Electrical & Electronic Engineering,Biological Sciences,General Engineering,Archaeology,Mathematics & Statistics,Sport Science,Law",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4950,401-500,UiT The Arctic University of Norway,32.6—37.5,4950,22.7,587,17.0,566,64.3,351,36.9,581,67.3,226,i-39984942,master_account,0,/world-university-rankings/uit-arctic-university-norway,764,Norway,"12,180",12.0,12%,60 : 40,UiT The Arctic University of Norway,"Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Psychology,Law,Mechanical & Aerospace Engineering,Chemistry,Sociology,Medicine & Dentistry,Accounting & Finance,Chemical Engineering,Politics & International Studies (incl Development Studies),Business & Management,Sport Science,Veterinary Science,Education,Physics & Astronomy,Civil Engineering,Archaeology,Art, Performing Arts & Design,Other Health,General Engineering,Biological Sciences,Agriculture & Forestry,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Computer Science,History, Philosophy & Theology,Communication & Media Studies",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4960,401-500,Verona University,32.6—37.5,4960,23.1,572,13.4,673,73.4,251,42.1,391,40.9,534,i-51010863,master_account,0,/world-university-rankings/verona-university,131550,Italy,"24,390",18.7,6%,64 : 36,Verona University,"Business & Management,Languages, Literature & Linguistics,Biological Sciences,Accounting & Finance,Sport Science,Mathematics & Statistics,Art, Performing Arts & Design,Computer Science,Education,Other Health,Geography,Archaeology,General Engineering,History, Philosophy & Theology,Law,Psychology,Economics & Econometrics,Agriculture & Forestry,Medicine & Dentistry,Communication & Media Studies,Sociology",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4970,401-500,University of Waikato,32.6—37.5,4970,20.9,671,23.2,417,49.5,481,34.7,709,87.8,73,i-22862122,master_account,0,/world-university-rankings/university-waikato,812,New Zealand,"9,904",16.8,26%,57 : 43,University of Waikato UoW,"Other Health,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Sport Science,Law,Computer Science,Physics & Astronomy,Business & Management,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Geography,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Languages, Literature & Linguistics,Agriculture & Forestry,Education,General Engineering,Chemistry,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemical Engineering,Sociology",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4980,401-500,Western Sydney University,32.6—37.5,4980,17.9,811,24.4,387,57.9,400,35.6,651,77.5,144,i-41370472,master_account,0,/world-university-rankings/western-sydney-university,1014,Australia,"30,734",28.6,13%,57 : 43,Western Sydney University University of Western Sydney WSU UWS,"Geology, Environmental, Earth & Marine Sciences,Other Health,Electrical & Electronic Engineering,Civil Engineering,Politics & International Studies (incl Development Studies),Veterinary Science,Biological Sciences,Geography,Archaeology,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Mathematics & Statistics,Architecture,Business & Management,Chemistry,Computer Science,Economics & Econometrics,Sociology,Communication & Media Studies,Mechanical & Aerospace Engineering,Accounting & Finance,History, Philosophy & Theology,Agriculture & Forestry,Law,General Engineering,Medicine & Dentistry,Education,Physics & Astronomy,Art, Performing Arts & Design,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4990,401-500,Wuhan University,32.6—37.5,4990,40.9,175,30.2,280,29.2,677,91.1,46,37.5,589,i-43069742,master_account,0,/world-university-rankings/wuhan-university,863,China,"49,152",14.0,7%,,Wuhan University,"History, Philosophy & Theology,Mathematics & Statistics,Geography,Physics & Astronomy,Medicine & Dentistry,Biological Sciences,Languages, Literature & Linguistics,Communication & Media Studies,Law,Psychology,Business & Management,Other Health,Mechanical & Aerospace Engineering,Chemical Engineering,Accounting & Finance,Civil Engineering,Archaeology,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Veterinary Science,Architecture,Sociology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Chemistry,Computer Science",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5000,401-500,Xiamen University,32.6—37.5,5000,26.7,451,21.6,452,54.2,436,7.7,972,25.5,760,i-57469681,master_account,0,/world-university-rankings/xiamen-university,131582,China,"42,210",15.6,4%,49 : 51,Xiamen University,"History, Philosophy & Theology,Biological Sciences,Veterinary Science,Electrical & Electronic Engineering,Other Health,Sport Science,Art, Performing Arts & Design,Sociology,Computer Science,Languages, Literature & Linguistics,Medicine & Dentistry,Accounting & Finance,Chemistry,Education,Agriculture & Forestry,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Psychology,Geography,Architecture,Civil Engineering,Business & Management,Law,Physics & Astronomy,Economics & Econometrics,General Engineering,Chemical Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Archaeology,Geology, Environmental, Earth & Marine Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5010,401-500,École normale supérieure Paris-Saclay,32.6—37.5,5010,32.1,325,9.6,843,54.0,439,44.0,352,50.7,392,i-23555122,master_account,0,/world-university-rankings/ecole-normale-superieure-paris-saclay,131404,France,"1,505",9.6,7%,26 : 74,École normale supérieure Paris-Saclay,"Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Business & Management,History, Philosophy & Theology,Physics & Astronomy,General Engineering,Civil Engineering,Economics & Econometrics,Computer Science,Biological Sciences,Accounting & Finance,Sociology,Other Health,Chemistry,Communication & Media Studies,Languages, Literature & Linguistics,Education,Law",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5020,501-600,American University of Beirut,27.6—32.5,5020,28.5,395,12.8,690,38.4,579,38.5,504,88.1,71,i-93306713,master_account,0,/world-university-rankings/american-university-beirut,947,Lebanon,"7,836",8.8,23%,52 : 48,American University of Beirut,"Biological Sciences,Civil Engineering,Accounting & Finance,Mechanical & Aerospace Engineering,Architecture,Mathematics & Statistics,Communication & Media Studies,Sociology,Archaeology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,General Engineering,Business & Management,Chemical Engineering,Other Health,Psychology,Chemistry,Politics & International Studies (incl Development Studies),Education,Physics & Astronomy,Economics & Econometrics,Agriculture & Forestry,Computer Science,Electrical & Electronic Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5030,501-600,"University of the Andes, Colombia",27.6—32.5,5030,19.9,708,14.9,620,50.0,475,49.4,256,55.5,335,i-00861042,master_account,0,/world-university-rankings/university-andes-colombia,896,Colombia,"16,880",17.5,2%,44 : 56,"University of the Andes, Colombia","Languages, Literature & Linguistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemistry,Accounting & Finance,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sociology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Architecture,Civil Engineering,Geography,Mathematics & Statistics,Education,Biological Sciences,Psychology,General Engineering,Communication & Media Studies,Chemical Engineering,Law,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Business & Management",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5040,501-600,University of Arkansas,27.6—32.5,5040,24.4,517,19.2,504,39.2,572,39.1,482,27.9,724,i-97361274,public,0,/world-university-rankings/university-arkansas,131806,United States,"23,545",20.3,5%,51 : 49,University of Arkansas,"Other Health,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mathematics & Statistics,Education,Physics & Astronomy,Veterinary Science,Sport Science,Languages, Literature & Linguistics,Computer Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Chemistry,Economics & Econometrics,Law,Architecture,Geography,Archaeology,Sociology,Civil Engineering,Chemical Engineering,History, Philosophy & Theology,Psychology,General Engineering,Mechanical & Aerospace Engineering,Agriculture & Forestry,Business & Management,Electrical & Electronic Engineering,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5050,501-600,Athens University of Economics and Business,27.6—32.5,5050,16.9,842,20.5,475,41.2,554,37.9,524,43.1,497,i-74741069,master_account,0,/world-university-rankings/athens-university-economics-and-business,131674,Greece,"11,659",48.0,6%,44 : 56,Athens University of Economics and Business,"Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Communication & Media Studies,Business & Management,Economics & Econometrics",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5060,501-600,Auckland University of Technology,27.6—32.5,5060,17.8,812,12.5,702,45.9,509,33.9,750,94.8,19,i-28837184,master_account,6,/world-university-rankings/auckland-university-technology,131438,New Zealand,"17,627",16.9,39%,59 : 41,Auckland University of Technology AUT,"Physics & Astronomy,Mechanical & Aerospace Engineering,Sport Science,Other Health,Accounting & Finance,Law,Education,Economics & Econometrics,Communication & Media Studies,Chemistry,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Sociology,Business & Management,Geography,Psychology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Architecture,Mathematics & Statistics,General Engineering,Art, Performing Arts & Design,Computer Science,Civil Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,History, Philosophy & Theology",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5070,501-600,University of the Basque Country,27.6—32.5,5070,20.9,665,14.3,639,50.2,470,34.7,705,37.9,577,i-51522632,master_account,0,/world-university-rankings/university-basque-country,131556,Spain,"44,806",14.8,6%,52 : 48,University of the Basque Country,"Economics & Econometrics,Archaeology,Chemistry,General Engineering,Biological Sciences,Mechanical & Aerospace Engineering,Communication & Media Studies,Geography,Electrical & Electronic Engineering,Chemical Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Business & Management,Education,Sport Science,Medicine & Dentistry,Mathematics & Statistics,Physics & Astronomy,Law,Politics & International Studies (incl Development Studies),Psychology,History, Philosophy & Theology,Other Health,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Sociology,Architecture",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5080,501-600,Ben-Gurion University of the Negev,27.6—32.5,5080,23.8,540,27.5,322,35.5,612,42.9,373,34.5,626,i-94372358,master_account,0,/world-university-rankings/ben-gurion-university-negev,131788,Israel,"16,477",20.1,3%,51 : 49,Ben-Gurion University of the Negev,"Education,Mechanical & Aerospace Engineering,General Engineering,Archaeology,Electrical & Electronic Engineering,Mathematics & Statistics,Medicine & Dentistry,Civil Engineering,Chemistry,Agriculture & Forestry,Physics & Astronomy,Psychology,Sociology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Communication & Media Studies,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemical Engineering,Languages, Literature & Linguistics,Other Health,Business & Management,Biological Sciences,Geography,Economics & Econometrics,Computer Science",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5090,501-600,Bond University,27.6—32.5,5090,18.7,768,21.2,459,37.1,593,36.3,605,89.5,58,i-62901393,master_account,0,/world-university-rankings/bond-university,131609,Australia,"3,201",13.6,35%,53 : 47,Bond University,"Mathematics & Statistics,Business & Management,Law,Politics & International Studies (incl Development Studies),Sport Science,Medicine & Dentistry,Sociology,Communication & Media Studies,Languages, Literature & Linguistics,Other Health,Art, Performing Arts & Design,Accounting & Finance,History, Philosophy & Theology,Psychology,Architecture,Economics & Econometrics",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5100,501-600,Université Bourgogne Franche-Comté (UBFC),27.6—32.5,5100,21.5,639,11.7,739,56.6,415,34.5,715,51.6,376,i-68694911,master_account,0,/world-university-rankings/universite-bourgogne-franche-comte-ubfc,587667,France,"54,487",26.2,11%,53 : 47,Université Bourgogne Franche-Comté (UBFC),"Electrical & Electronic Engineering,Sport Science,Medicine & Dentistry,Geography,Civil Engineering,Sociology,Languages, Literature & Linguistics,Architecture,Other Health,Computer Science,Physics & Astronomy,Veterinary Science,Psychology,Chemistry,Chemical Engineering,Business & Management,Art, Performing Arts & Design,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Law,Biological Sciences,Communication & Media Studies,Mathematics & Statistics,General Engineering,Education,Agriculture & Forestry,Archaeology,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5110,501-600,University of Cagliari,27.6—32.5,5110,19.0,746,12.2,717,56.6,416,35.2,673,34.5,627,i-42635221,master_account,0,/world-university-rankings/university-cagliari,131499,Italy,"29,743",30.5,2%,62 : 38,University of Cagliari,"General Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Other Health,Psychology,Law,Art, Performing Arts & Design,Mathematics & Statistics,Civil Engineering,Archaeology,Architecture,Electrical & Electronic Engineering,Biological Sciences,Geography,Economics & Econometrics,Communication & Media Studies,Mechanical & Aerospace Engineering,Agriculture & Forestry,Languages, Literature & Linguistics,Sociology,Computer Science,Chemistry,Politics & International Studies (incl Development Studies),Education,Medicine & Dentistry,Sport Science,Chemical Engineering,Accounting & Finance,History, Philosophy & Theology",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5120,501-600,Carleton University,27.6—32.5,5120,19.5,723,25.6,356,33.9,627,33.9,752,63.6,258,i-70245253,master_account,11,/world-university-rankings/carleton-university,694,Canada,"25,795",30.4,19%,48 : 52,Carleton University,"Electrical & Electronic Engineering,Veterinary Science,Accounting & Finance,Languages, Literature & Linguistics,Communication & Media Studies,Civil Engineering,Computer Science,Physics & Astronomy,Business & Management,Art, Performing Arts & Design,General Engineering,Sport Science,Law,History, Philosophy & Theology,Biological Sciences,Geography,Architecture,Mathematics & Statistics,Psychology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Archaeology,Economics & Econometrics,Chemical Engineering,Sociology",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5130,501-600,University of Catania,27.6—32.5,5130,15.3,909,12.9,688,68.3,303,34.6,711,26.8,741,i-34236685,master_account,0,/world-university-rankings/university-catania,131466,Italy,"53,120",33.9,1%,61 : 39,University of Catania,"Agriculture & Forestry,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Business & Management,Art, Performing Arts & Design,Communication & Media Studies,Medicine & Dentistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Sport Science,Education,Architecture,Other Health,Psychology,Computer Science,Archaeology,Chemical Engineering,Civil Engineering,Accounting & Finance,Sociology,General Engineering,Law,Chemistry,History, Philosophy & Theology,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5140,501-600,Università Cattolica del Sacro Cuore,27.6—32.5,5140,18.0,798,7.6,923,56.4,417,40.3,445,39.1,565,i-15032703,master_account,0,/world-university-rankings/universita-cattolica-del-sacro-cuore,131360,Italy,"30,263",18.9,8%,,Università Cattolica del Sacro Cuore,"Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Medicine & Dentistry,Law,Art, Performing Arts & Design,Communication & Media Studies,Other Health,Education,Sport Science,Accounting & Finance,Physics & Astronomy,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Archaeology,Sociology,Business & Management",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5150,501-600,Ca’ Foscari University of Venice,27.6—32.5,5150,21.1,658,25.9,350,46.1,507,35.3,670,41.2,530,i-70255622,master_account,0,/world-university-rankings/ca-foscari-university-venice,131648,Italy,"20,478",41.9,7%,65 : 35,Ca’ Foscari University of Venice,"Politics & International Studies (incl Development Studies),Agriculture & Forestry,Languages, Literature & Linguistics,Chemistry,Education,Biological Sciences,Business & Management,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Sociology,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Geography,Art, Performing Arts & Design,Sport Science,Economics & Econometrics,Mathematics & Statistics,Accounting & Finance,Law,Civil Engineering",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5160,501-600,University of Chile,27.6—32.5,5160,25.4,485,18.4,529,36.9,594,32.1,935,46.7,449,i-43814334,master_account,0,/world-university-rankings/university-chile,1000,Chile,"38,079",17.4,4%,47 : 53,University of Chile,"Law,Chemistry,Mathematics & Statistics,Geography,Art, Performing Arts & Design,Agriculture & Forestry,Veterinary Science,Archaeology,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Other Health,Politics & International Studies (incl Development Studies),General Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Education,Civil Engineering,Accounting & Finance,Physics & Astronomy,Business & Management,Medicine & Dentistry,Biological Sciences,History, Philosophy & Theology,Electrical & Electronic Engineering,Computer Science,Sociology,Architecture,Chemical Engineering",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5170,501-600,China Agricultural University,27.6—32.5,5170,33.9,283,21.8,447,29.4,673,47.8,278,18.6,878,i-06193556,master_account,0,/world-university-rankings/china-agricultural-university,990,China,"18,945",11.7,2%,58 : 42,China Agricultural University,"Chemistry,Art, Performing Arts & Design,Physics & Astronomy,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,General Engineering,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Sociology,Veterinary Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Business & Management,Communication & Media Studies,Electrical & Electronic Engineering,Economics & Econometrics",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5180,501-600,"China Medical University, Taiwan",27.6—32.5,5180,24.0,532,24.4,385,45.2,514,69.6,115,27.0,738,i-03917818,master_account,0,/world-university-rankings/china-medical-university-taiwan,933,Taiwan,"7,810",16.4,9%,53 : 47,"China Medical University, Taiwan","General Engineering,History, Philosophy & Theology,Business & Management,Medicine & Dentistry,Veterinary Science,Other Health,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Law,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5190,501-600,Complutense University of Madrid,27.6—32.5,5190,30.7,352,27.1,334,36.7,596,36.0,618,40.1,548,i-35214501,master_account,0,/world-university-rankings/complutense-university-madrid,971,Spain,"63,925",20.3,12%,62 : 38,Complutense University of Madrid,"Politics & International Studies (incl Development Studies),Mathematics & Statistics,Law,Computer Science,Economics & Econometrics,Veterinary Science,Medicine & Dentistry,Other Health,Sociology,Art, Performing Arts & Design,Accounting & Finance,Communication & Media Studies,Chemical Engineering,Chemistry,Geography,Electrical & Electronic Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Psychology,Physics & Astronomy,Business & Management,Geology, Environmental, Earth & Marine Sciences,Archaeology,Biological Sciences,Education",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5200,501-600,Concordia University,27.6—32.5,5200,19.2,735,24.7,368,40.9,558,34.4,724,79.2,126,i-42348303,master_account,0,/world-university-rankings/concordia-university,913,Canada,"31,440",30.6,27%,50 : 50,Concordia University,"Electrical & Electronic Engineering,Communication & Media Studies,History, Philosophy & Theology,Business & Management,Physics & Astronomy,Economics & Econometrics,Other Health,Accounting & Finance,Sociology,Geography,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Sport Science,Mathematics & Statistics,Computer Science,Languages, Literature & Linguistics,Psychology,Art, Performing Arts & Design,Education,Biological Sciences,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Chemistry,Civil Engineering",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5210,501-600,Creighton University,27.6—32.5,5210,42.3,156,9.7,835,45.1,518,35.7,633,27.8,728,i-19911524,private,0,/world-university-rankings/creighton-university,697,United States,"7,127",9.8,9%,57 : 43,Creighton University,"Art, Performing Arts & Design,Geography,Mathematics & Statistics,Business & Management,Sport Science,Communication & Media Studies,Chemistry,Accounting & Finance,Computer Science,Law,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Physics & Astronomy,Economics & Econometrics,Other Health,Geology, Environmental, Earth & Marine Sciences,Education,Biological Sciences,Psychology,Medicine & Dentistry,Sociology",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5220,501-600,East China Normal University,27.6—32.5,5220,27.4,425,18.7,516,46.7,501,45.1,320,41.6,523,i-53175183,master_account,0,/world-university-rankings/east-china-normal-university,976,China,"28,674",13.4,11%,64 : 36,East China Normal University ecnu,"Electrical & Electronic Engineering,Mathematics & Statistics,Psychology,Economics & Econometrics,Medicine & Dentistry,Sport Science,Languages, Literature & Linguistics,Art, Performing Arts & Design,Accounting & Finance,History, Philosophy & Theology,Business & Management,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Chemistry,Geography,Sociology,Law,Computer Science,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5230,501-600,East China University of Science and Technology,27.6—32.5,5230,22.5,592,15.2,617,51.9,454,60.7,166,25.6,756,i-57714963,master_account,0,/world-university-rankings/east-china-university-science-and-technology,1039,China,"23,869",13.3,5%,38 : 62,East China University of Science and Technology,"Economics & Econometrics,Chemical Engineering,Accounting & Finance,General Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Law,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Business & Management,Education,Languages, Literature & Linguistics,Sport Science,Sociology,Medicine & Dentistry,Chemistry,Mathematics & Statistics,Computer Science,Agriculture & Forestry,History, Philosophy & Theology,Electrical & Electronic Engineering",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5240,501-600,Edith Cowan University,27.6—32.5,5240,17.9,805,19.1,507,45.7,512,36.5,597,68.5,215,i-86765204,master_account,0,/world-university-rankings/edith-cowan-university,922,Australia,"16,540",35.8,17%,61 : 39,Edith Cowan University ecu edith cowan,"Mechanical & Aerospace Engineering,Chemical Engineering,Other Health,History, Philosophy & Theology,Psychology,Art, Performing Arts & Design,Law,Agriculture & Forestry,General Engineering,Biological Sciences,Languages, Literature & Linguistics,Business & Management,Accounting & Finance,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Sport Science,Education,Sociology,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mathematics & Statistics,Chemistry,Communication & Media Studies,Physics & Astronomy",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5250,501-600,University of Granada,27.6—32.5,5250,21.9,621,16.8,570,46.3,505,33.2,809,43.1,498,i-01157902,master_account,0,/world-university-rankings/university-granada,131272,Spain,"59,530",17.6,9%,58 : 42,University of Granada,"Communication & Media Studies,Economics & Econometrics,General Engineering,Other Health,Mathematics & Statistics,Business & Management,Archaeology,Biological Sciences,Law,Architecture,Chemical Engineering,Geography,History, Philosophy & Theology,Sport Science,Education,Computer Science,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Civil Engineering,Sociology,Medicine & Dentistry,Physics & Astronomy,Psychology",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,5260,501-600,Harbin Institute of Technology,27.6—32.5,5260,31.1,342,27.7,319,24.4,721,97.7,34,27.9,726,i-50196571,master_account,11,/world-university-rankings/harbin-institute-technology,827,China,"31,580",10.6,8%,29 : 71,Harbin Institute of Technology,"Law,Biological Sciences,Languages, Literature & Linguistics,Business & Management,Computer Science,Chemical Engineering,Chemistry,Civil Engineering,Accounting & Finance,Physics & Astronomy,Mechanical & Aerospace Engineering,Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Mathematics & Statistics",False,False,False
