source,retrieved_at,ranking_scope,ranking_year,core_id,country,city,guide,nid,title,score,rank_display,region,stars,recm
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,338,United Kingdom,Leeds,,294081,University of Leeds,71.9,=122,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,106,Belgium,Louvain-la-Neuve,,294550,Université catholique de Louvain (UCLouvain),71.7,=124,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,486,France,Paris ,,297544,Université Paris Descartes,71.7,=124,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,569,United States,Los Angeles,,297286,University of Southern California,71.7,=124,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,44,Spain,Barcelona,,294612,Universitat Autònoma de Barcelona,71.3,=127,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,246,Germany,Hamburg,,294282,Universität Hamburg,71.3,=127,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,494,United States,University Park,,297570,Pennsylvania State University,71.1,129,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,431,Singapore,Singapore,,294821,"Nanyang Technological University, Singapore (NTU)",71,130,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,177,Switzerland,Lausanne,,294481,EPFL,70.9,=131,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,248,Germany,Hanover,,294275,Medizinische Hochschule Hannover,70.9,=131,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,480,Italy,Padua,,297578,Università di Padova,70.9,=131,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,102,United States,Cleveland,,294554,Case Western Reserve University,70.7,=134,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,234,Germany,Göttingen,,294311,University of Göttingen,70.7,=134,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,2266,United States,New York City,,295227,Icahn School of Medicine at Mount Sinai,70.7,=134,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,2116,United States,Denver,,295082,"University of Colorado, Denver",70.7,=134,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,532,Italy,Rome,,297489,Sapienza University of Rome,70.5,=138,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,611,Japan,Sendai City,,297250,Tohoku University,70.5,=138,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,425,Mexico,Mexico City,,294835,Universidad Nacional Autónoma de México (UNAM),70.4,140,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,402,United States,East Lansing,,294858,Michigan State University,70.3,141,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,582,South Korea,Suwon,,297467,Sungkyunkwan University(SKKU),70.1,=142,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,86,United States,Irvine,,294570,"University of California, Irvine",70.1,=142,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,401,United States,Miami,,294859,University of Miami,70.1,=142,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,626,China (Mainland),Beijing,,297235,Tsinghua University,70,145,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,166,Ireland,Dublin,,294492,University College Dublin,69.9,=146,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,169,United Kingdom,Dundee,,294489,University of Dundee,69.9,=146,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,62,Germany,Bonn,,294594,Rheinische Friedrich-Wilhelms-Universität Bonn,69.7,148,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,630,United States,Medford,,297231,Tufts University,69.4,=149,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,604,United States,Austin,,297257,University of Texas at Austin,69.4,=149,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,256,Israel,Jerusalem,,294267,The Hebrew University of Jerusalem,69.3,=151,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,331,Japan,Fukuoka City,,294103,Kyushu University,69.3,=151,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,674,Canada,London,,297187,Western University,69.3,=151,North America,6,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,325,South Korea,Seoul,,294121,Korea University,69.2,=154,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,383,Malaysia,Kuala Lumpur,,294877,Universiti Malaya (UM),69.2,=154,Asia,5,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,278,United States,Chicago,,294246,University of Illinois at Chicago (UIC),69.1,156,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,266,Japan,Sapporo,,294258,Hokkaido University,68.9,=157,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,314,Japan,Tokyo,,294156,Keio University,68.9,=157,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,427,Japan,Nagoya,,294832,Nagoya University,68.7,159,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,4,Germany,Aachen,,294649,RWTH Aachen University,68.6,160,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,7,United Kingdom,Aberdeen,,294647,University of Aberdeen,68.5,161,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,444,Taiwan,Taipei City,,294795,National Yang Ming University,68.4,=162,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,449,Australia,Callaghan,,294784,"The University of Newcastle, Australia (UON)",68.4,=162,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,645,United States,Salt Lake City,,297216,University of Utah,68.4,=162,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,337,Canada,Québec,,294083,Université Laval,68.3,=165,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,393,United States,College Park,,294867,"University of Maryland, College Park",68.3,=165,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,2265,United States,Worcester,,295226,University of Massachusetts Medical School - Worcester,68.3,=165,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,339,United Kingdom,Leicester,,294075,University of Leicester,68.2,168,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,475,Canada,Ottawa,,297610,University of Ottawa,68.1,169,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,490,France,,,297526,Université Paris-Saclay,68,170,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,26928,France,Montpellier,,309623,Université de Montpellier,67.9,171,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,295,United States,Iowa City,,294215,University of Iowa,67.8,172,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,78,Argentina,Buenos Aires,,294578,Universidad de Buenos Aires (UBA),67.6,=173,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,53,Norway,Bergen,,294603,University of Bergen,67.6,=173,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,2090,United States,Champaign,,295060,University of Illinois at Urbana-Champaign,67.6,=173,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,380,Spain,Madrid,,294880,Complutense University of Madrid,67.5,176,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,2118,United States,Birmingham,,295084,University of Alabama at Birmingham,67.4,=177,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,658,Netherlands,Amsterdam,,297203,Vrije Universiteit Amsterdam,67.4,=177,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,692,China (Mainland),Hangzhou,,297123,Zhejiang University,67.4,=177,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1029,Japan,Tokyo,,296773,Tokyo Medical and Dental University (TMDU),67.3,=180,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,322,Germany,Cologne,,294130,University of Cologne,67.3,=180,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,598,Germany,Dresden,,297263,Technische Universität Dresden,67.2,=182,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,656,United States,Charlottesville,,297205,University of Virginia,67.2,=182,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,152,United States,Hanover,,294505,Dartmouth College,67,=184,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,107,Chile,Santiago,,294549,Pontificia Universidad Católica de Chile (UC),67,=184,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,379,Spain,Madrid,,293977,Universidad Autónoma de Madrid,67,=184,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,530,United States,Rochester,,297494,University of Rochester,67,=184,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,151,Canada,Halifax,,294506,Dalhousie University,66.9,188,North America,5,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,406,Italy,Milan,,294854,Università Cattolica del Sacro Cuore,66.8,=189,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,632,Italy,Turin,,297229,University of Turin,66.8,=189,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,23592,United States,,,378425,The Scripps Research Institute (TSRI),66.7,=191,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,26,United States,Tucson,,294630,The University of Arizona,66.7,=191,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,510,United States,West Lafayette,,297485,Purdue University,66.6,=193,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,605,United States,Galveston,,297256,Texas A&M University,66.6,=193,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,373,France,Villeurbanne,,293992,Université Claude Bernard Lyon 1,66.6,=193,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,21,Belgium,Antwerp,,294634,University of Antwerp,66.6,=193,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,689,United Kingdom,York,,297128,University of York,66.6,=193,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,682,Germany,Würzburg,,297179,Julius-Maximilians-Universität Würzburg,66.5,=198,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,2264,United States,Rochester,,295225,Mayo Medical School,66.5,=198,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,142,Ireland,Cork,,294515,University College Cork,66.5,=198,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,171,Germany,Düsseldorf,,294487,University Duesseldorf,66.3,=201,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,671,Israel,Rehovot,,297190,Weizmann Institute of Science,66.3,=201,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,679,South Africa,Johannesburg,,297182,University of Witwatersrand,66.2,203,Africa,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,488,France,Paris,,297536,Université Diderot Paris 7,66.1,204,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,215,Germany,Berlin,,294382,Freie Universitaet Berlin,66,=205,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,223,United States,Ashburn,,294358,George Washington University,66,=205,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,96,Brazil,Campinas,,294560,Universidade Estadual de Campinas (Unicamp),66,=205,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,75,Belgium,Brussels,,294581,Universite libre de Bruxelles,66,=205,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,208,Italy,Florence,,294412,University of Florence,65.9,209,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,888,China (Mainland),Guangzhou,,296998,Sun Yat-sen University,65.8,210,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,2134,Taiwan,Taipei City,,295098,Taipei Medical University (TMU),65.7,=211,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,639,Sweden,Umeå,,297222,Umea University,65.7,=211,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,421,Germany,Münster,,294839,Westfälische Wilhelms-Universität Münster,65.7,=211,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,121,Chile,Santiago,,294535,Universidad de Chile,65.6,214,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,126,Thailand,Bangkok,,294531,Chulalongkorn University,65.5,=215,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,341,Germany,Leipzig,,294065,Universität Leipzig,65.5,=215,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,272,Germany,Berlin,,294252,Humboldt-Universität zu Berlin,65.4,=217,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,204,United Kingdom,Exeter,,294427,The University of Exeter,65.4,=217,Europe,5,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,117,Czech Republic,Prague,,294539,Charles University,65.3,219,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,318,Germany,Kiel,,294141,Christian-Albrechts-University zu Kiel,65.2,=220,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,513,Canada,Kingston,,297462,Queen's University at Kingston,65.2,=220,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,191,Germany,Erlangen,,294454,Friedrich-Alexander-Universität Erlangen-Nürnberg,65.2,=220,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,224,United States,Washington D.C.,,294355,Georgetown University,65.1,=223,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,514,United Kingdom,,,297461,Queen's University Belfast,65.1,=223,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,324,South Korea,Daejeon,,294124,KAIST - Korea Advanced Institute of Science & Technology,65,225,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1175,Saudi Arabia,Riyadh,,296684,King Saud University,64.8,226,Asia,5,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1880,France,Marseille,,294791,Aix-Marseille University,64.6,=227,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,760,Portugal,Porto,,297070,University of Porto,64.6,=227,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,2,Australia,Geelong,,884388,Deakin University,64.5,=229,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,432,Italy,Naples,,294819,University of Naples - Federico II,64.5,=229,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,601,Israel,Tel Aviv,,297260,Tel Aviv University,64.4,=231,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1888,United States,Buffalo,,294802,University at Buffalo SUNY,64.4,=231,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,664,United Kingdom,Coventry,,297197,The University of Warwick,64.3,233,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,386,Malaysia,Gelugor,,294874,Universiti Sains Malaysia (USM),64.1,234,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,577,Sweden,Stockholm,,297278,Stockholm University,64,235,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,329,South Korea,,,294106,Kyung Hee University,63.9,=236,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,574,South Africa,Stellenbosch,,297281,Stellenbosch University,63.9,=236,Africa,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1475,Portugal,Lisbon ,,296493,University of Lisbon,63.9,=236,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,80,Egypt,Giza,,294576,Cairo University,63.8,=239,Africa,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,525,Brazil,Rio de Janeiro,,297503,Universidade Federal do Rio de Janeiro,63.8,=239,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,33,Greece,Athens,,294623,National and Kapodistrian University of Athens,63.7,=241,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,435,Taiwan,Tainan City,,294814,National Cheng Kung University (NCKU),63.7,=241,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,129,United States,Cincinnati,,294528,University of Cincinnati,63.7,=241,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1756,Canada,Guelph,,296894,University of Guelph,63.7,=241,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,652,Austria,Vienna,,297209,University of Vienna,63.6,=245,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,327,Finland,Kuopio,,294115,University of Eastern Finland,63.6,=245,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,578,France,Strasbourg,,297277,Université de Strasbourg,63.5,=247,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,137,United States,Boulder,,294520,University of Colorado Boulder,63.5,=247,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,430,China (Mainland),Nanjing,,294826,Nanjing University,63.4,=249,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,385,Malaysia,Seri Kembangan,,294875,Universiti Putra Malaysia (UPM),63.4,=249,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,2750,Brazil,São Paulo,,293558,Universidade Federal de São Paulo,63.3,251,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,25,United States,Phoenix,,294631,Arizona State University,63.2,=252,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,638,Germany,Ulm,,297223,University Ulm,63.2,=252,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,15005,Hungary,Budapest,,296914,Semmelweis University,63.1,=254,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,634,Finland,Turku,,297227,University of Turku,63.1,=254,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,538,United States,New Brunswick,,297482,Rutgers University–New Brunswick,62.9,=256,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,342,Belgium,Arlon,,294063,Université de Liège,62.9,=256,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,661,United States,Winston-Salem,,297200,Wake Forest University,62.9,=256,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,199,Germany,Duisburg,,294436,Universität Duisburg-Essen,62.8,=259,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,390,Canada,Winnipeg,,294870,University of Manitoba,62.8,=259,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1243,Austria,Graz,,296676,Medical University of Graz,62.7,261,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,516,Australia,Brisbane,,297459,Queensland University of Technology (QUT),62.6,262,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,423,United States,Raleigh,,294837,North Carolina State University,62.5,263,North America,6,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,242,Australia,Nathan,,294295,Griffith University,62.4,=264,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,220,Ireland,Galway,,294364,National University of Ireland Galway,62.4,=264,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,309,United States,Lawrence,,294169,University of Kansas,62.4,=264,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,540,United States,Tampa,,297480,University of South Florida,62.2,267,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,457,Norway,Trondheim,,294764,Norwegian University of Science And Technology,62.1,=268,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,603,United States,Knoxville,,297258,"The University of Tennessee, Knoxville",62.1,=268,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,647,Spain,València,,297214,Universitat de Valencia,62,270,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,227,United States,Athens,,294337,The University of Georgia,61.9,=271,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,666,United States,Pullman,,297195,Washington State University,61.9,=271,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1657,United Kingdom,London,,296369,"St George's, University of London",61.8,=273,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,637,United Kingdom,Norwich,,297224,University of East Anglia (UEA),61.8,=273,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,2092,United States,Baltimore,,295062,"University of Maryland, Baltimore County",61.8,=273,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,13,United States,Tuscaloosa,,294641,The University of Alabama,61.7,=276,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,446,United States,Albuquerque,,294790,University of New Mexico,61.7,=276,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,499,Italy,Pisa,,297565,University of Pisa,61.6,=278,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,476,Finland,Oulu,,297603,University of Oulu,61.6,=278,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1172,Saudi Arabia,Jeddah,,296687,King Abdulaziz University (KAU),61.5,=280,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1727,Brazil,Belo Horizonte,,296865,Universidade Federal de Minas Gerais,61.5,=280,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,384,Malaysia,Bangi,,294876,Universiti Kebangsaan Malaysia (UKM),61.5,=280,Asia,5,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,74,Belgium,Brussels,,294582,Vrije Universiteit Brussel (VUB),61.5,=280,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,2239,Brazil,Porto Alegre,,295200,Universidade Federal do Rio Grande Do Sul,61.4,284,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,250,South Korea,Seoul,,294273,Hanyang University,61.3,=285,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,464,Denmark,Odense,,294743,University of Southern Denmark (SDU),61.3,=285,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,627,Japan,Tsukuba City,,297234,University of Tsukuba,61.3,=285,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,207,Australia,Adelaide,,294415,Flinders University,61.1,=288,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,395,New Zealand,Palmerston North,,294865,Massey University,61.1,=288,Oceania,6,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,2268,United States,Houston,,295229,The University of Texas Health Science Center at Houston,61.1,=288,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1187,Taiwan,Taoyuan City,,294682,Chang Gung University,61,=291,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,348,Sweden,Linköping,,294051,Linköping University,61,=291,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,493,Italy,Pavia,,297512,Università degli Studi di Pavia,61,=291,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,333,Australia,Melbourne,,294098,La Trobe University,60.9,294,Oceania,5,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,289,United States,Bloomington,,294235,Indiana University Bloomington,60.8,=295,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,392,Germany,Marburg,,294868,Philipps-Universität Marburg,60.8,=295,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,597,Denmark,Kongens Lyngby,,297264,Technical University of Denmark,60.8,=295,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,533,Italy,Rome,,297487,"University of Rome ""Tor Vergata""",60.8,=295,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,593,Australia,Hobart,,297268,University of Tasmania,60.8,=295,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1286,France,Talence,,296634,University of Bordeaux,60.7,=300,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,409,United States,Columbia,,294851,"University of Missouri, Columbia",60.7,=300,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,9,Czech Republic,Prague,,294645,Academy of Sciences of the Czech Republic,60.6,=302,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,294,United States,Ames,,294222,Iowa State University,60.6,=302,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,833,Australia,Townsville,,297518,James Cook University,60.5,=304,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,1111,South Korea,Ulsan,,297163,University of Ulsan,60.5,=304,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,140,United States,Storrs,,294517,University of Connecticut,60.4,=306,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,122,China (Mainland),Hefei,,294534,University of Science and Technology of China,60.4,=306,Asia,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,136,United States,Fort Collins,,294521,Colorado State University,60.3,=308,North America,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,229,Germany,Giessen,,294327,Justus-Liebig-University Giessen,60.3,=308,Europe,,0--
qs,2026-07-19T10:44:57+00:00,life-sciences-medicine,2018,225,United States,Atlanta,,294349,Georgia Institute of Technology,60.2,310,North America,,0--
