source,retrieved_at,ranking_scope,ranking_year,score_nid,nid,advanced_profile,core_id,title,path,region,country,city,overall_score,rank_display,rank,stars,dagger,redact,isShortlisted,scores
qs,2026-07-19T07:03:05+00:00,overall,2027,4155511,294574,1,82,University of Calgary,/universities/university-calgary,North America,Canada,Calgary,51.5,249,249,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""363"", ""score"": ""50.8""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""238"", ""score"": ""48.6""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""801+"", ""score"": ""21.8""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""345"", ""score"": ""39.3""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""320"", ""score"": ""55.9""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""299"", ""score"": ""69.2""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""251"", ""score"": ""86""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""270"", ""score"": ""85.2""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=130"", ""score"": ""86.6""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155691,297233,0,628,Technical University of Darmstadt,/universities/technical-university-darmstadt,Europe,Germany,Darmstadt,51.3,250,250,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""126"", ""score"": ""86""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""418"", ""score"": ""29.6""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""801+"", ""score"": ""7.5""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""323"", ""score"": ""41.5""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""326"", ""score"": ""55.2""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""126"", ""score"": ""96.3""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""472"", ""score"": ""75.4""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""364"", ""score"": ""67.2""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=217"", ""score"": ""80.8""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155729,297494,0,530,University of Rochester,/universities/university-rochester,North America,United States,Rochester,51.2,251,251,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""345"", ""score"": ""52.1""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""456"", ""score"": ""27.3""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""76"", ""score"": ""96.1""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""462"", ""score"": ""30.3""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""278"", ""score"": ""60""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""144"", ""score"": ""94.5""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""678"", ""score"": ""64.3""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""278"", ""score"": ""83.3""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=287"", ""score"": ""75.5""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155517,294570,0,86,"University of California, Irvine",/universities/university-california-irvine,North America,United States,Irvine,51,=252,252,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""247"", ""score"": ""64.6""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""244"", ""score"": ""48.1""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""801+"", ""score"": ""20.4""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""273"", ""score"": ""47.5""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""657"", ""score"": ""25.5""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""347"", ""score"": ""61.9""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""398"", ""score"": ""79.2""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""360"", ""score"": ""67.9""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=503"", ""score"": ""65""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155474,294867,0,393,"University of Maryland, College Park",/universities/university-maryland-college-park,North America,United States,College Park,51,=252,253,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""343"", ""score"": ""52.5""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""201"", ""score"": ""55.3""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""470"", ""score"": ""42""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""297"", ""score"": ""45.4""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""335"", ""score"": ""54""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""683"", ""score"": ""23.4""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""139"", ""score"": ""92.6""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""636"", ""score"": ""27.1""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""401"", ""score"": ""69.8""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155632,293985,0,377,Maastricht University,/universities/maastricht-university,Europe,Netherlands,Maastricht,50.9,254,254,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""218"", ""score"": ""68""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""359"", ""score"": ""34.1""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""801+"", ""score"": ""18.4""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""431"", ""score"": ""32.2""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""385"", ""score"": ""47.8""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""27"", ""score"": ""100""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""269"", ""score"": ""85.1""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""107"", ""score"": ""99.9""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""156"", ""score"": ""84.8""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155421,294852,0,408,University of Minnesota (System),/universities/university-minnesota-system,North America,United States,Minneapolis,50.7,=255,255,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""453"", ""score"": ""41.8""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""148"", ""score"": ""67.2""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""570"", ""score"": ""34.1""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""337"", ""score"": ""40.6""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""294"", ""score"": ""58.6""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""801+"", ""score"": ""15.3""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""158"", ""score"": ""91.5""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""801+"", ""score"": ""6.2""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""52"", ""score"": ""92.5""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155478,297070,1,760,University of Porto,/universities/university-porto,Europe,Portugal,Porto,50.7,=255,256,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""203"", ""score"": ""71.8""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""205"", ""score"": ""54.9""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""801+"", ""score"": ""13.1""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""393"", ""score"": ""34.8""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""327"", ""score"": ""55.2""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""553"", ""score"": ""35.1""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""123"", ""score"": ""93.4""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""801+"", ""score"": ""8.7""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=151"", ""score"": ""85""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155492,294559,1,97,University of Canterbury | Te Whare Wānanga o Waitaha,/universities/university-canterbury-te-whare-wananga-o-waitaha,Oceania,New Zealand,Christchurch,50.6,257,257,5,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""387"", ""score"": ""48""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""219"", ""score"": ""51.5""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""801+"", ""score"": ""9.1""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""344"", ""score"": ""39.4""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""104"", ""score"": ""89.9""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""441"", ""score"": ""46.8""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""767"", ""score"": ""58.3""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""57"", ""score"": ""100""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=91"", ""score"": ""89.7""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155645,297642,0,1201,American University of Sharjah,/universities/american-university-sharjah,Asia,United Arab Emirates,Sharjah,50.4,=258,258,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""354"", ""score"": ""51.4""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""372"", ""score"": ""32.8""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""801+"", ""score"": ""19.2""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""186"", ""score"": ""59""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""156"", ""score"": ""81.8""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""14"", ""score"": ""100""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""801+"", ""score"": ""55.8""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""5"", ""score"": ""100""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=569"", ""score"": ""62.2""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155512,296998,1,888,Sun Yat-sen University,/universities/sun-yat-sen-university,Asia,China (Mainland),Guangzhou,50.4,=258,259,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""204"", ""score"": ""71.7""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""239"", ""score"": ""48.6""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""345"", ""score"": ""55.1""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""233"", ""score"": ""52.1""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""557"", ""score"": ""31.6""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""801+"", ""score"": ""6.1""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""429"", ""score"": ""77.5""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""801+"", ""score"": ""4""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=781"", ""score"": ""53.9""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155521,294866,0,394,University of Massachusetts Amherst,/universities/university-massachusetts-amherst,North America,United States,Amherst,50.1,260,260,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""288"", ""score"": ""58.8""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""248"", ""score"": ""47.4""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""801+"", ""score"": ""12.4""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""300"", ""score"": ""44.5""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""431"", ""score"": ""42.9""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""492"", ""score"": ""41.4""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""445"", ""score"": ""76.8""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""284"", ""score"": ""82.7""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=87"", ""score"": ""90.2""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155741,297140,0,1134,Universiti Teknologi PETRONAS (UTP),/universities/universiti-teknologi-petronas-utp,Asia,Malaysia,Seri Iskandar,49.9,=261,261,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""48"", ""score"": ""98.4""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""468"", ""score"": ""26.4""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""418"", ""score"": ""46.7""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""385"", ""score"": ""35.3""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""801+"", ""score"": ""9.4""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""525"", ""score"": ""38""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""579"", ""score"": ""69.8""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""325"", ""score"": ""75.4""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=530"", ""score"": ""63.9""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155479,294311,0,234,University of Göttingen,/universities/university-gottingen,Europe,Germany,Göttingen,49.9,=261,262,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""686"", ""score"": ""23.8""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""206"", ""score"": ""54.8""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""106"", ""score"": ""90.5""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""513"", ""score"": ""27""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""380"", ""score"": ""48.1""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""519"", ""score"": ""38.9""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""89"", ""score"": ""95.1""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""405"", ""score"": ""59.2""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=222"", ""score"": ""80.4""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155532,297497,0,504,Universitat Pompeu Fabra (Barcelona),/universities/universitat-pompeu-fabra-barcelona,Europe,Spain,Barcelona,49.7,263,263,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""189"", ""score"": ""73.8""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""259"", ""score"": ""46.3""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""801+"", ""score"": ""17.2""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""437"", ""score"": ""31.9""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""596"", ""score"": ""28.9""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""513"", ""score"": ""40""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""428"", ""score"": ""77.5""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""255"", ""score"": ""87.3""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=461"", ""score"": ""67""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155513,294764,0,457,Norwegian University of Science And Technology,/universities/norwegian-university-science-technology,Europe,Norway,Trondheim,49.6,264,264,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""438"", ""score"": ""43.2""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""240"", ""score"": ""48.5""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""626"", ""score"": ""30.7""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""361"", ""score"": ""38""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""116"", ""score"": ""87.3""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""801+"", ""score"": ""16.1""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""98"", ""score"": ""94.7""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""292"", ""score"": ""81.8""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=176"", ""score"": ""83""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155630,297212,0,649,Vanderbilt University,/universities/vanderbilt-university,North America,United States,Nashville,49.3,265,265,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""398"", ""score"": ""47.1""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""357"", ""score"": ""34.1""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""14"", ""score"": ""100""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""455"", ""score"": ""30.8""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""267"", ""score"": ""61""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""412"", ""score"": ""51.4""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""339"", ""score"": ""81.9""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""448"", ""score"": ""52.5""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=520"", ""score"": ""64.4""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4156393,309580,0,28924,Singapore University of Technology and Design,/universities/singapore-university-technology-design,Asia,Singapore,Singapore,49.2,266,266,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""56"", ""score"": ""97.5""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""701+"", ""score"": ""13.9""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""70"", ""score"": ""96.3""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""676"", ""score"": ""19.6""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""801+"", ""score"": ""12.8""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""141"", ""score"": ""94.8""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""801+"", ""score"": ""29.7""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""106"", ""score"": ""100""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""801+"", ""score"": ""33.3""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155839,293821,1,14378,University of Macau,/universities/university-macau,Asia,Macau SAR,Macau,49.1,267,267,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""18"", ""score"": ""99.9""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""566"", ""score"": ""21.6""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""801+"", ""score"": ""11.4""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""599"", ""score"": ""23.1""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""277"", ""score"": ""60.1""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""32"", ""score"": ""100""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""801+"", ""score"": ""45.8""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""24"", ""score"": ""100""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=509"", ""score"": ""64.8""}]}"
qs,2026-07-19T07:03:05+00:00,overall,2027,4155515,297205,0,656,University of Virginia,/universities/university-virginia,North America,United States,Charlottesville,49,268,268,,False,False,0,"{""Research & Discovery"": [{""indicator_id"": ""73"", ""indicator_name"": ""Citations per Faculty"", ""rank"": ""521"", ""score"": ""35.8""}, {""indicator_id"": ""76"", ""indicator_name"": ""Academic Reputation"", ""rank"": ""242"", ""score"": ""48.3""}], ""Learning Experience"": [{""indicator_id"": ""36"", ""indicator_name"": ""Faculty Student Ratio"", ""rank"": ""309"", ""score"": ""59.8""}], ""Employability"": [{""indicator_id"": ""77"", ""indicator_name"": ""Employer Reputation"", ""rank"": ""216"", ""score"": ""54.2""}, {""indicator_id"": ""3819456"", ""indicator_name"": ""Employment Outcomes"", ""rank"": ""101"", ""score"": ""90.5""}], ""Global Engagement"": [{""indicator_id"": ""14"", ""indicator_name"": ""International Student Ratio"", ""rank"": ""667"", ""score"": ""24.9""}, {""indicator_id"": ""15"", ""indicator_name"": ""International Research Network"", ""rank"": ""323"", ""score"": ""82.4""}, {""indicator_id"": ""18"", ""indicator_name"": ""International Faculty Ratio"", ""rank"": ""801+"", ""score"": ""9.8""}], ""Sustainability"": [{""indicator_id"": ""3897497"", ""indicator_name"": ""Sustainability Score"", ""rank"": ""=427"", ""score"": ""68.4""}]}"
